Transcript_ID	Length	Longest_ORF	Coding_Score	Classification
Cp_V2_contig_19800	558	126	0.226	lncRNA
Cp_V2_contig_19801	1074	525	0.489	lncRNA
Cp_V2_contig_19802	751	171	0.228	lncRNA
Cp_V2_contig_19803	455	300	0.659	coding
Cp_V2_contig_19804	880	429	0.487	lncRNA
Cp_V2_contig_19805	1021	186	0.182	lncRNA
Cp_V2_contig_19806	321	63	0.196	lncRNA
Cp_V2_contig_19807	1154	429	0.372	lncRNA
Cp_V2_contig_19808	310	39	0.126	lncRNA
Cp_V2_contig_19809	704	171	0.243	lncRNA
Cp_V2_contig_19810	562	108	0.192	lncRNA
Cp_V2_contig_19811	702	273	0.389	lncRNA
Cp_V2_contig_19812	1439	144	0.100	lncRNA
Cp_V2_contig_19813	861	153	0.178	lncRNA
Cp_V2_contig_19814	412	243	0.590	coding
Cp_V2_contig_19815	951	240	0.252	lncRNA
Cp_V2_contig_19816	397	51	0.128	lncRNA
Cp_V2_contig_19817	365	102	0.279	lncRNA
Cp_V2_contig_19818	1656	255	0.154	lncRNA
Cp_V2_contig_19819	411	123	0.299	lncRNA
Cp_V2_contig_19820	426	0	0.000	lncRNA
Cp_V2_contig_19821	1390	96	0.069	lncRNA
Cp_V2_contig_19822	1185	798	0.673	coding
Cp_V2_contig_19823	329	135	0.410	lncRNA
Cp_V2_contig_19824	378	54	0.143	lncRNA
Cp_V2_contig_19825	389	0	0.000	lncRNA
Cp_V2_contig_19826	501	165	0.329	lncRNA
Cp_V2_contig_19827	340	0	0.000	lncRNA
Cp_V2_contig_19828	831	96	0.116	lncRNA
Cp_V2_contig_19829	1621	189	0.117	lncRNA
Cp_V2_contig_19830	569	99	0.174	lncRNA
Cp_V2_contig_19831	427	87	0.204	lncRNA
Cp_V2_contig_19832	363	0	0.000	lncRNA
Cp_V2_contig_19833	419	69	0.165	lncRNA
Cp_V2_contig_19834	1156	246	0.213	lncRNA
Cp_V2_contig_19835	1043	612	0.587	coding
Cp_V2_contig_19836	321	99	0.308	lncRNA
Cp_V2_contig_19837	860	270	0.314	lncRNA
Cp_V2_contig_19838	567	81	0.143	lncRNA
Cp_V2_contig_19839	512	276	0.539	coding
Cp_V2_contig_19840	1386	267	0.193	lncRNA
Cp_V2_contig_19841	936	300	0.321	lncRNA
Cp_V2_contig_19842	540	171	0.317	lncRNA
Cp_V2_contig_19843	1451	165	0.114	lncRNA
Cp_V2_contig_19844	380	39	0.103	lncRNA
Cp_V2_contig_19845	1450	168	0.116	lncRNA
Cp_V2_contig_19846	2661	327	0.123	lncRNA
Cp_V2_contig_19847	1351	156	0.115	lncRNA
Cp_V2_contig_19848	374	69	0.184	lncRNA
Cp_V2_contig_19849	555	99	0.178	lncRNA
Cp_V2_contig_19850	1145	207	0.181	lncRNA
Cp_V2_contig_19851	953	186	0.195	lncRNA
Cp_V2_contig_19852	831	621	0.747	coding
Cp_V2_contig_19853	936	144	0.154	lncRNA
Cp_V2_contig_19854	371	42	0.113	lncRNA
Cp_V2_contig_19855	471	90	0.191	lncRNA
Cp_V2_contig_19856	371	138	0.372	lncRNA
Cp_V2_contig_19857	523	111	0.212	lncRNA
Cp_V2_contig_19858	994	204	0.205	lncRNA
Cp_V2_contig_19859	883	147	0.166	lncRNA
Cp_V2_contig_19860	360	126	0.350	lncRNA
Cp_V2_contig_19861	598	189	0.316	lncRNA
Cp_V2_contig_19862	437	135	0.309	lncRNA
Cp_V2_contig_19863	320	87	0.272	lncRNA
Cp_V2_contig_19864	1528	1350	0.884	coding
Cp_V2_contig_19865	371	222	0.598	coding
Cp_V2_contig_19866	348	69	0.198	lncRNA
Cp_V2_contig_19867	962	198	0.206	lncRNA
Cp_V2_contig_19868	1875	444	0.237	lncRNA
Cp_V2_contig_19869	429	102	0.238	lncRNA
Cp_V2_contig_19870	912	195	0.214	lncRNA
Cp_V2_contig_19871	1110	1017	0.916	coding
Cp_V2_contig_19872	609	93	0.153	lncRNA
Cp_V2_contig_19873	1407	252	0.179	lncRNA
Cp_V2_contig_19874	301	0	0.000	lncRNA
Cp_V2_contig_19875	661	216	0.327	lncRNA
Cp_V2_contig_19876	626	72	0.115	lncRNA
Cp_V2_contig_19877	433	306	0.707	coding
Cp_V2_contig_19878	827	609	0.736	coding
Cp_V2_contig_19879	685	228	0.333	lncRNA
Cp_V2_contig_19880	1389	1245	0.896	coding
Cp_V2_contig_19881	319	0	0.000	lncRNA
Cp_V2_contig_19882	383	123	0.321	lncRNA
Cp_V2_contig_19883	434	45	0.104	lncRNA
Cp_V2_contig_19884	1789	1251	0.699	coding
Cp_V2_contig_19885	353	57	0.161	lncRNA
Cp_V2_contig_19886	1841	402	0.218	lncRNA
Cp_V2_contig_19887	1063	858	0.807	coding
Cp_V2_contig_19888	604	216	0.358	lncRNA
Cp_V2_contig_19889	536	132	0.246	lncRNA
Cp_V2_contig_19890	351	12	0.034	lncRNA
Cp_V2_contig_19891	1091	123	0.113	lncRNA
Cp_V2_contig_19892	1178	939	0.797	coding
Cp_V2_contig_19893	1401	213	0.152	lncRNA
Cp_V2_contig_19894	879	351	0.399	lncRNA
Cp_V2_contig_19895	850	135	0.159	lncRNA
Cp_V2_contig_19896	1029	249	0.242	lncRNA
Cp_V2_contig_19897	1487	1212	0.815	coding
Cp_V2_contig_19898	475	444	0.935	coding
Cp_V2_contig_19899	684	96	0.140	lncRNA
Cp_V2_contig_19900	2788	318	0.114	lncRNA
Cp_V2_contig_19901	2552	2229	0.873	coding
Cp_V2_contig_19902	363	141	0.388	lncRNA
Cp_V2_contig_19903	1321	1056	0.799	coding
Cp_V2_contig_19904	1227	591	0.482	lncRNA
Cp_V2_contig_19905	413	81	0.196	lncRNA
Cp_V2_contig_19906	1009	78	0.077	lncRNA
Cp_V2_contig_19907	452	39	0.086	lncRNA
Cp_V2_contig_19908	920	132	0.143	lncRNA
Cp_V2_contig_19909	612	93	0.152	lncRNA
Cp_V2_contig_19910	356	168	0.472	lncRNA
Cp_V2_contig_19911	342	27	0.079	lncRNA
Cp_V2_contig_19912	707	90	0.127	lncRNA
Cp_V2_contig_19913	482	351	0.728	coding
Cp_V2_contig_19914	1371	1053	0.768	coding
Cp_V2_contig_19915	333	258	0.775	coding
Cp_V2_contig_19916	919	633	0.689	coding
Cp_V2_contig_19917	1418	417	0.294	lncRNA
Cp_V2_contig_19918	467	33	0.071	lncRNA
Cp_V2_contig_19919	539	171	0.317	lncRNA
Cp_V2_contig_19920	629	468	0.744	coding
Cp_V2_contig_19921	1839	231	0.126	lncRNA
Cp_V2_contig_19922	1357	366	0.270	lncRNA
Cp_V2_contig_19923	336	132	0.393	lncRNA
Cp_V2_contig_19924	354	108	0.305	lncRNA
Cp_V2_contig_19925	382	0	0.000	lncRNA
Cp_V2_contig_19926	304	126	0.414	lncRNA
Cp_V2_contig_19927	375	0	0.000	lncRNA
Cp_V2_contig_19928	1443	111	0.077	lncRNA
Cp_V2_contig_19929	410	60	0.146	lncRNA
Cp_V2_contig_19930	549	180	0.328	lncRNA
Cp_V2_contig_19931	412	36	0.087	lncRNA
Cp_V2_contig_19932	479	159	0.332	lncRNA
Cp_V2_contig_19933	1068	99	0.093	lncRNA
Cp_V2_contig_19934	676	72	0.107	lncRNA
Cp_V2_contig_19935	745	120	0.161	lncRNA
Cp_V2_contig_19936	407	69	0.170	lncRNA
Cp_V2_contig_19937	960	177	0.184	lncRNA
Cp_V2_contig_19938	411	303	0.737	coding
Cp_V2_contig_19939	1389	141	0.102	lncRNA
Cp_V2_contig_19940	342	171	0.500	lncRNA
Cp_V2_contig_19941	1142	900	0.788	coding
Cp_V2_contig_19942	395	153	0.387	lncRNA
Cp_V2_contig_19943	480	72	0.150	lncRNA
Cp_V2_contig_19944	490	42	0.086	lncRNA
Cp_V2_contig_19945	622	114	0.183	lncRNA
Cp_V2_contig_19946	751	120	0.160	lncRNA
Cp_V2_contig_19947	324	72	0.222	lncRNA
Cp_V2_contig_19948	726	192	0.264	lncRNA
Cp_V2_contig_19949	397	24	0.060	lncRNA
Cp_V2_contig_19950	874	636	0.728	coding
Cp_V2_contig_19951	751	294	0.391	lncRNA
Cp_V2_contig_19952	710	81	0.114	lncRNA
Cp_V2_contig_19953	824	150	0.182	lncRNA
Cp_V2_contig_19954	1202	522	0.434	lncRNA
Cp_V2_contig_19955	1374	90	0.066	lncRNA
Cp_V2_contig_19956	317	159	0.502	coding
Cp_V2_contig_19957	399	96	0.241	lncRNA
Cp_V2_contig_19958	984	228	0.232	lncRNA
Cp_V2_contig_19959	1364	114	0.084	lncRNA
Cp_V2_contig_19960	1328	1200	0.904	coding
Cp_V2_contig_19961	1248	195	0.156	lncRNA
Cp_V2_contig_19962	1539	609	0.396	lncRNA
Cp_V2_contig_19963	491	111	0.226	lncRNA
Cp_V2_contig_19964	998	792	0.794	coding
Cp_V2_contig_19965	725	114	0.157	lncRNA
Cp_V2_contig_19966	589	180	0.306	lncRNA
Cp_V2_contig_19967	702	78	0.111	lncRNA
Cp_V2_contig_19968	536	87	0.162	lncRNA
Cp_V2_contig_19969	464	132	0.284	lncRNA
Cp_V2_contig_19970	779	255	0.327	lncRNA
Cp_V2_contig_19971	326	57	0.175	lncRNA
Cp_V2_contig_19972	777	702	0.903	coding
Cp_V2_contig_19973	896	90	0.100	lncRNA
Cp_V2_contig_19974	440	345	0.784	coding
Cp_V2_contig_19975	427	168	0.393	lncRNA
Cp_V2_contig_19976	481	81	0.168	lncRNA
Cp_V2_contig_19977	552	87	0.158	lncRNA
Cp_V2_contig_19978	418	81	0.194	lncRNA
Cp_V2_contig_19979	390	150	0.385	lncRNA
Cp_V2_contig_19980	453	117	0.258	lncRNA
Cp_V2_contig_19981	462	204	0.442	lncRNA
Cp_V2_contig_19982	322	57	0.177	lncRNA
Cp_V2_contig_19983	454	75	0.165	lncRNA
Cp_V2_contig_19984	878	168	0.191	lncRNA
Cp_V2_contig_19985	509	102	0.200	lncRNA
Cp_V2_contig_19986	615	516	0.839	coding
Cp_V2_contig_19987	643	240	0.373	lncRNA
Cp_V2_contig_19988	614	411	0.669	coding
Cp_V2_contig_19989	843	237	0.281	lncRNA
Cp_V2_contig_19990	553	249	0.450	lncRNA
Cp_V2_contig_19991	1630	156	0.096	lncRNA
Cp_V2_contig_19992	585	0	0.000	lncRNA
Cp_V2_contig_19993	497	300	0.604	coding
Cp_V2_contig_19994	423	99	0.234	lncRNA
Cp_V2_contig_19995	330	126	0.382	lncRNA
Cp_V2_contig_19996	676	201	0.297	lncRNA
Cp_V2_contig_19997	679	111	0.163	lncRNA
Cp_V2_contig_19998	374	138	0.369	lncRNA
Cp_V2_contig_19999	355	33	0.093	lncRNA
Cp_V2_contig_20000	2564	270	0.105	lncRNA
Cp_V2_contig_20001	1289	141	0.109	lncRNA
Cp_V2_contig_20002	465	183	0.394	lncRNA
Cp_V2_contig_20003	395	99	0.251	lncRNA
Cp_V2_contig_20004	302	48	0.159	lncRNA
Cp_V2_contig_20005	864	180	0.208	lncRNA
Cp_V2_contig_20006	377	111	0.294	lncRNA
Cp_V2_contig_20007	676	0	0.000	lncRNA
Cp_V2_contig_20008	580	45	0.078	lncRNA
Cp_V2_contig_20009	800	198	0.247	lncRNA
Cp_V2_contig_20010	418	87	0.208	lncRNA
Cp_V2_contig_20011	786	549	0.698	coding
Cp_V2_contig_20012	317	117	0.369	lncRNA
Cp_V2_contig_20013	456	249	0.546	coding
Cp_V2_contig_20014	497	141	0.284	lncRNA
Cp_V2_contig_20015	342	12	0.035	lncRNA
Cp_V2_contig_20016	430	144	0.335	lncRNA
Cp_V2_contig_20017	337	105	0.312	lncRNA
Cp_V2_contig_20018	378	105	0.278	lncRNA
Cp_V2_contig_20019	569	54	0.095	lncRNA
Cp_V2_contig_20020	1511	141	0.093	lncRNA
Cp_V2_contig_20021	642	75	0.117	lncRNA
Cp_V2_contig_20022	1199	747	0.623	coding
Cp_V2_contig_20023	681	66	0.097	lncRNA
Cp_V2_contig_20024	315	51	0.162	lncRNA
Cp_V2_contig_20025	479	99	0.207	lncRNA
Cp_V2_contig_20026	811	420	0.518	coding
Cp_V2_contig_20027	1019	189	0.185	lncRNA
Cp_V2_contig_20028	315	12	0.038	lncRNA
Cp_V2_contig_20029	544	36	0.066	lncRNA
Cp_V2_contig_20030	323	102	0.316	lncRNA
Cp_V2_contig_20031	363	63	0.174	lncRNA
Cp_V2_contig_20032	1184	192	0.162	lncRNA
Cp_V2_contig_20033	318	108	0.340	lncRNA
Cp_V2_contig_20034	358	300	0.838	coding
Cp_V2_contig_20035	678	147	0.217	lncRNA
Cp_V2_contig_20036	431	18	0.042	lncRNA
Cp_V2_contig_20037	305	57	0.187	lncRNA
Cp_V2_contig_20038	839	126	0.150	lncRNA
Cp_V2_contig_20039	524	180	0.344	lncRNA
Cp_V2_contig_20040	1322	1023	0.774	coding
Cp_V2_contig_20041	804	135	0.168	lncRNA
Cp_V2_contig_20042	515	291	0.565	coding
Cp_V2_contig_20043	579	147	0.254	lncRNA
Cp_V2_contig_20044	310	0	0.000	lncRNA
Cp_V2_contig_20045	440	63	0.143	lncRNA
Cp_V2_contig_20046	1580	423	0.268	lncRNA
Cp_V2_contig_20047	722	78	0.108	lncRNA
Cp_V2_contig_20048	797	63	0.079	lncRNA
Cp_V2_contig_20049	571	126	0.221	lncRNA
Cp_V2_contig_20050	792	390	0.492	lncRNA
Cp_V2_contig_20051	765	189	0.247	lncRNA
Cp_V2_contig_20052	377	87	0.231	lncRNA
Cp_V2_contig_20053	1588	630	0.397	lncRNA
Cp_V2_contig_20054	2635	237	0.090	lncRNA
Cp_V2_contig_20055	303	147	0.485	lncRNA
Cp_V2_contig_20056	593	162	0.273	lncRNA
Cp_V2_contig_20057	313	0	0.000	lncRNA
Cp_V2_contig_20058	448	237	0.529	coding
Cp_V2_contig_20059	1267	984	0.777	coding
Cp_V2_contig_20060	381	186	0.488	lncRNA
Cp_V2_contig_20061	325	21	0.065	lncRNA
Cp_V2_contig_20062	654	192	0.294	lncRNA
Cp_V2_contig_20063	359	72	0.201	lncRNA
Cp_V2_contig_20064	450	282	0.627	coding
Cp_V2_contig_20065	375	66	0.176	lncRNA
Cp_V2_contig_20066	396	87	0.220	lncRNA
Cp_V2_contig_20067	385	129	0.335	lncRNA
Cp_V2_contig_20068	514	459	0.893	coding
Cp_V2_contig_20069	498	357	0.717	coding
Cp_V2_contig_20070	892	765	0.858	coding
Cp_V2_contig_20071	561	249	0.444	lncRNA
Cp_V2_contig_20072	805	75	0.093	lncRNA
Cp_V2_contig_20073	494	93	0.188	lncRNA
Cp_V2_contig_20074	543	39	0.072	lncRNA
Cp_V2_contig_20075	347	42	0.121	lncRNA
Cp_V2_contig_20076	762	219	0.287	lncRNA
Cp_V2_contig_20077	2675	2553	0.954	coding
Cp_V2_contig_20078	1406	681	0.484	lncRNA
Cp_V2_contig_20079	1051	387	0.368	lncRNA
Cp_V2_contig_20080	658	174	0.264	lncRNA
Cp_V2_contig_20081	546	129	0.236	lncRNA
Cp_V2_contig_20082	545	174	0.319	lncRNA
Cp_V2_contig_20083	345	33	0.096	lncRNA
Cp_V2_contig_20084	1278	1080	0.845	coding
Cp_V2_contig_20085	1966	327	0.166	lncRNA
Cp_V2_contig_20086	355	162	0.456	lncRNA
Cp_V2_contig_20087	666	96	0.144	lncRNA
Cp_V2_contig_20088	312	45	0.144	lncRNA
Cp_V2_contig_20089	645	117	0.181	lncRNA
Cp_V2_contig_20090	603	531	0.881	coding
Cp_V2_contig_20091	381	78	0.205	lncRNA
Cp_V2_contig_20092	384	300	0.781	coding
Cp_V2_contig_20093	547	90	0.165	lncRNA
Cp_V2_contig_20094	877	555	0.633	coding
Cp_V2_contig_20095	750	120	0.160	lncRNA
Cp_V2_contig_20096	468	45	0.096	lncRNA
Cp_V2_contig_20097	1230	636	0.517	coding
Cp_V2_contig_20098	1102	297	0.270	lncRNA
Cp_V2_contig_20099	1910	1554	0.814	coding
Cp_V2_contig_20100	594	504	0.848	coding
Cp_V2_contig_20101	714	225	0.315	lncRNA
Cp_V2_contig_20102	329	24	0.073	lncRNA
Cp_V2_contig_20103	537	162	0.302	lncRNA
Cp_V2_contig_20104	336	258	0.768	coding
Cp_V2_contig_20105	303	24	0.079	lncRNA
Cp_V2_contig_20106	549	135	0.246	lncRNA
Cp_V2_contig_20107	1346	369	0.274	lncRNA
Cp_V2_contig_20108	330	66	0.200	lncRNA
Cp_V2_contig_20109	835	72	0.086	lncRNA
Cp_V2_contig_20110	557	132	0.237	lncRNA
Cp_V2_contig_20111	307	3	0.010	lncRNA
Cp_V2_contig_20112	387	0	0.000	lncRNA
Cp_V2_contig_20113	475	78	0.164	lncRNA
Cp_V2_contig_20114	413	24	0.058	lncRNA
Cp_V2_contig_20115	1059	84	0.079	lncRNA
Cp_V2_contig_20116	2325	1914	0.823	coding
Cp_V2_contig_20117	671	108	0.161	lncRNA
Cp_V2_contig_20118	1531	1224	0.799	coding
Cp_V2_contig_20119	449	78	0.174	lncRNA
Cp_V2_contig_20120	644	60	0.093	lncRNA
Cp_V2_contig_20121	488	102	0.209	lncRNA
Cp_V2_contig_20122	380	111	0.292	lncRNA
Cp_V2_contig_20123	472	27	0.057	lncRNA
Cp_V2_contig_20124	353	27	0.076	lncRNA
Cp_V2_contig_20125	743	165	0.222	lncRNA
Cp_V2_contig_20126	644	255	0.396	lncRNA
Cp_V2_contig_20127	341	0	0.000	lncRNA
Cp_V2_contig_20128	396	27	0.068	lncRNA
Cp_V2_contig_20129	423	66	0.156	lncRNA
Cp_V2_contig_20130	957	171	0.179	lncRNA
Cp_V2_contig_20131	448	225	0.502	coding
Cp_V2_contig_20132	327	0	0.000	lncRNA
Cp_V2_contig_20133	690	273	0.396	lncRNA
Cp_V2_contig_20134	682	138	0.202	lncRNA
Cp_V2_contig_20135	395	291	0.737	coding
Cp_V2_contig_20136	839	366	0.436	lncRNA
Cp_V2_contig_20137	717	318	0.444	lncRNA
Cp_V2_contig_20138	588	60	0.102	lncRNA
Cp_V2_contig_20139	491	108	0.220	lncRNA
Cp_V2_contig_20140	2409	114	0.047	lncRNA
Cp_V2_contig_20141	427	42	0.098	lncRNA
Cp_V2_contig_20142	380	57	0.150	lncRNA
Cp_V2_contig_20143	893	132	0.148	lncRNA
Cp_V2_contig_20144	1490	1317	0.884	coding
Cp_V2_contig_20145	1687	1665	0.987	coding
Cp_V2_contig_20146	376	6	0.016	lncRNA
Cp_V2_contig_20147	513	198	0.386	lncRNA
Cp_V2_contig_20148	416	114	0.274	lncRNA
Cp_V2_contig_20149	307	69	0.225	lncRNA
Cp_V2_contig_20150	354	42	0.119	lncRNA
Cp_V2_contig_20151	562	171	0.304	lncRNA
Cp_V2_contig_20152	847	720	0.850	coding
Cp_V2_contig_20153	1934	258	0.133	lncRNA
Cp_V2_contig_20154	540	207	0.383	lncRNA
Cp_V2_contig_20155	831	729	0.877	coding
Cp_V2_contig_20156	635	129	0.203	lncRNA
Cp_V2_contig_20157	1111	414	0.373	lncRNA
Cp_V2_contig_20158	504	93	0.185	lncRNA
Cp_V2_contig_20159	919	246	0.268	lncRNA
Cp_V2_contig_20160	407	321	0.789	coding
Cp_V2_contig_20161	1182	195	0.165	lncRNA
Cp_V2_contig_20162	538	321	0.597	coding
Cp_V2_contig_20163	709	477	0.673	coding
Cp_V2_contig_20164	508	147	0.289	lncRNA
Cp_V2_contig_20165	538	333	0.619	coding
Cp_V2_contig_20166	1720	273	0.159	lncRNA
Cp_V2_contig_20167	549	66	0.120	lncRNA
Cp_V2_contig_20168	1496	147	0.098	lncRNA
Cp_V2_contig_20169	603	48	0.080	lncRNA
Cp_V2_contig_20170	1452	1290	0.888	coding
Cp_V2_contig_20171	1131	129	0.114	lncRNA
Cp_V2_contig_20172	768	687	0.895	coding
Cp_V2_contig_20173	354	36	0.102	lncRNA
Cp_V2_contig_20174	565	78	0.138	lncRNA
Cp_V2_contig_20175	839	99	0.118	lncRNA
Cp_V2_contig_20176	1215	150	0.123	lncRNA
Cp_V2_contig_20177	338	87	0.257	lncRNA
Cp_V2_contig_20178	340	69	0.203	lncRNA
Cp_V2_contig_20179	453	45	0.099	lncRNA
Cp_V2_contig_20180	411	75	0.182	lncRNA
Cp_V2_contig_20181	2136	195	0.091	lncRNA
Cp_V2_contig_20182	1043	918	0.880	coding
Cp_V2_contig_20183	575	180	0.313	lncRNA
Cp_V2_contig_20184	897	180	0.201	lncRNA
Cp_V2_contig_20185	1472	210	0.143	lncRNA
Cp_V2_contig_20186	368	120	0.326	lncRNA
Cp_V2_contig_20187	301	0	0.000	lncRNA
Cp_V2_contig_20188	730	450	0.616	coding
Cp_V2_contig_20189	2128	201	0.094	lncRNA
Cp_V2_contig_20190	491	180	0.367	lncRNA
Cp_V2_contig_20191	484	105	0.217	lncRNA
Cp_V2_contig_20192	858	204	0.238	lncRNA
Cp_V2_contig_20193	834	63	0.076	lncRNA
Cp_V2_contig_20194	481	132	0.274	lncRNA
Cp_V2_contig_20195	780	135	0.173	lncRNA
Cp_V2_contig_20196	687	15	0.022	lncRNA
Cp_V2_contig_20197	363	90	0.248	lncRNA
Cp_V2_contig_20198	339	57	0.168	lncRNA
Cp_V2_contig_20199	581	135	0.232	lncRNA
Cp_V2_contig_20200	354	93	0.263	lncRNA
Cp_V2_contig_20201	1005	213	0.212	lncRNA
Cp_V2_contig_20202	313	126	0.403	lncRNA
Cp_V2_contig_20203	882	192	0.218	lncRNA
Cp_V2_contig_20204	455	165	0.363	lncRNA
Cp_V2_contig_20205	1696	246	0.145	lncRNA
Cp_V2_contig_20206	392	81	0.207	lncRNA
Cp_V2_contig_20207	1266	99	0.078	lncRNA
Cp_V2_contig_20208	1037	378	0.365	lncRNA
Cp_V2_contig_20209	919	771	0.839	coding
Cp_V2_contig_20210	519	96	0.185	lncRNA
Cp_V2_contig_20211	588	51	0.087	lncRNA
Cp_V2_contig_20212	327	198	0.606	coding
Cp_V2_contig_20213	960	336	0.350	lncRNA
Cp_V2_contig_20214	650	156	0.240	lncRNA
Cp_V2_contig_20215	1533	186	0.121	lncRNA
Cp_V2_contig_20216	874	354	0.405	lncRNA
Cp_V2_contig_20217	567	48	0.085	lncRNA
Cp_V2_contig_20218	430	261	0.607	coding
Cp_V2_contig_20219	321	54	0.168	lncRNA
Cp_V2_contig_20220	458	24	0.052	lncRNA
Cp_V2_contig_20221	353	0	0.000	lncRNA
Cp_V2_contig_20222	1148	981	0.855	coding
Cp_V2_contig_20223	1063	78	0.073	lncRNA
Cp_V2_contig_20224	359	0	0.000	lncRNA
Cp_V2_contig_20225	417	126	0.302	lncRNA
Cp_V2_contig_20226	407	165	0.405	lncRNA
Cp_V2_contig_20227	477	102	0.214	lncRNA
Cp_V2_contig_20228	524	0	0.000	lncRNA
Cp_V2_contig_20229	1334	996	0.747	coding
Cp_V2_contig_20230	1082	213	0.197	lncRNA
Cp_V2_contig_20231	896	126	0.141	lncRNA
Cp_V2_contig_20232	412	336	0.816	coding
Cp_V2_contig_20233	951	165	0.174	lncRNA
Cp_V2_contig_20234	348	87	0.250	lncRNA
Cp_V2_contig_20235	705	210	0.298	lncRNA
Cp_V2_contig_20236	608	177	0.291	lncRNA
Cp_V2_contig_20237	1074	783	0.729	coding
Cp_V2_contig_20238	336	0	0.000	lncRNA
Cp_V2_contig_20239	345	123	0.357	lncRNA
Cp_V2_contig_20240	780	654	0.838	coding
Cp_V2_contig_20241	386	12	0.031	lncRNA
Cp_V2_contig_20242	683	264	0.387	lncRNA
Cp_V2_contig_20243	480	63	0.131	lncRNA
Cp_V2_contig_20244	945	579	0.613	coding
Cp_V2_contig_20245	371	327	0.881	coding
Cp_V2_contig_20246	493	336	0.682	coding
Cp_V2_contig_20247	526	123	0.234	lncRNA
Cp_V2_contig_20248	654	222	0.339	lncRNA
Cp_V2_contig_20249	760	354	0.466	lncRNA
Cp_V2_contig_20250	877	639	0.729	coding
Cp_V2_contig_20251	410	147	0.359	lncRNA
Cp_V2_contig_20252	965	369	0.382	lncRNA
Cp_V2_contig_20253	1205	180	0.149	lncRNA
Cp_V2_contig_20254	801	123	0.154	lncRNA
Cp_V2_contig_20255	355	249	0.701	coding
Cp_V2_contig_20256	830	117	0.141	lncRNA
Cp_V2_contig_20257	326	42	0.129	lncRNA
Cp_V2_contig_20258	918	138	0.150	lncRNA
Cp_V2_contig_20259	560	231	0.412	lncRNA
Cp_V2_contig_20260	1395	231	0.166	lncRNA
Cp_V2_contig_20261	368	0	0.000	lncRNA
Cp_V2_contig_20262	387	105	0.271	lncRNA
Cp_V2_contig_20263	465	0	0.000	lncRNA
Cp_V2_contig_20264	2955	180	0.061	lncRNA
Cp_V2_contig_20265	666	168	0.252	lncRNA
Cp_V2_contig_20266	625	120	0.192	lncRNA
Cp_V2_contig_20267	336	96	0.286	lncRNA
Cp_V2_contig_20268	348	189	0.543	coding
Cp_V2_contig_20269	363	18	0.050	lncRNA
Cp_V2_contig_20270	384	174	0.453	lncRNA
Cp_V2_contig_20271	479	264	0.551	coding
Cp_V2_contig_20272	326	69	0.212	lncRNA
Cp_V2_contig_20273	420	273	0.650	coding
Cp_V2_contig_20274	371	75	0.202	lncRNA
Cp_V2_contig_20275	577	51	0.088	lncRNA
Cp_V2_contig_20276	314	135	0.430	lncRNA
Cp_V2_contig_20277	758	195	0.257	lncRNA
Cp_V2_contig_20278	892	150	0.168	lncRNA
Cp_V2_contig_20279	393	99	0.252	lncRNA
Cp_V2_contig_20280	1482	135	0.091	lncRNA
Cp_V2_contig_20281	352	96	0.273	lncRNA
Cp_V2_contig_20282	317	66	0.208	lncRNA
Cp_V2_contig_20283	349	57	0.163	lncRNA
Cp_V2_contig_20284	1421	708	0.498	lncRNA
Cp_V2_contig_20285	2007	1752	0.873	coding
Cp_V2_contig_20286	693	432	0.623	coding
Cp_V2_contig_20287	699	84	0.120	lncRNA
Cp_V2_contig_20288	358	75	0.209	lncRNA
Cp_V2_contig_20289	2282	174	0.076	lncRNA
Cp_V2_contig_20290	474	54	0.114	lncRNA
Cp_V2_contig_20291	1113	147	0.132	lncRNA
Cp_V2_contig_20292	615	195	0.317	lncRNA
Cp_V2_contig_20293	856	759	0.887	coding
Cp_V2_contig_20294	941	306	0.325	lncRNA
Cp_V2_contig_20295	1041	492	0.473	lncRNA
Cp_V2_contig_20296	557	201	0.361	lncRNA
Cp_V2_contig_20297	388	78	0.201	lncRNA
Cp_V2_contig_20298	436	144	0.330	lncRNA
Cp_V2_contig_20299	330	120	0.364	lncRNA
Cp_V2_contig_20300	1084	138	0.127	lncRNA
Cp_V2_contig_20301	531	264	0.497	lncRNA
Cp_V2_contig_20302	600	540	0.900	coding
Cp_V2_contig_20303	368	126	0.342	lncRNA
Cp_V2_contig_20304	700	54	0.077	lncRNA
Cp_V2_contig_20305	308	45	0.146	lncRNA
Cp_V2_contig_20306	1652	870	0.527	coding
Cp_V2_contig_20307	704	72	0.102	lncRNA
Cp_V2_contig_20308	336	81	0.241	lncRNA
Cp_V2_contig_20309	611	30	0.049	lncRNA
Cp_V2_contig_20310	337	48	0.142	lncRNA
Cp_V2_contig_20311	458	363	0.793	coding
Cp_V2_contig_20312	1559	1128	0.724	coding
Cp_V2_contig_20313	356	195	0.548	coding
Cp_V2_contig_20314	1580	228	0.144	lncRNA
Cp_V2_contig_20315	479	87	0.182	lncRNA
Cp_V2_contig_20316	340	120	0.353	lncRNA
Cp_V2_contig_20317	2007	1308	0.652	coding
Cp_V2_contig_20318	474	147	0.310	lncRNA
Cp_V2_contig_20319	685	153	0.223	lncRNA
Cp_V2_contig_20320	357	234	0.655	coding
Cp_V2_contig_20321	359	27	0.075	lncRNA
Cp_V2_contig_20322	886	540	0.609	coding
