lncrna_id,partner_id,partner_name,pearson_r,pvalue,gene_description,gene_name,organism,pident,evalue,bitscore
Cp_V2_contig_2815,Cp_V2_contig_9158,.,0.9428,4.4e-05,synthase 9,KCS9,Arabidopsis thaliana,74.359,2.32e-61,198.0
Cp_V2_contig_2815,Cp_V2_contig_40304,.,0.9425,4.5e-05,embryogenesis abundant protein 31,RAB28,Arabidopsis thaliana,62.0,2.89e-13,67.0
Cp_V2_contig_2815,Cp_V2_contig_12781,.,0.9416,4.7e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_1018,.,0.9405,5.1e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_2779,.,0.9402,5.2e-05,protein 6A,LARP6A,Arabidopsis thaliana,51.485,8.36e-78,247.0
Cp_V2_contig_2815,Cp_V2_contig_13429,.,0.9396,5.4e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_12055,.,0.9366,6.6e-05,"lipid transfer protein 7, mitochondrial",Stard7,Mus musculus,30.0,5.11e-09,60.8
Cp_V2_contig_2815,Cp_V2_contig_44233,.,0.9363,6.7e-05,protein PCC27-45,,Craterostigma plantagineum,95.556,1.53e-22,89.4
Cp_V2_contig_2815,Cp_V2_contig_2705,.,0.9361,6.7e-05,FREE1,FREE1,Arabidopsis thaliana,62.162,1.1499999999999999e-131,399.0
Cp_V2_contig_2815,Cp_V2_contig_10017,.,0.9356,7e-05,serine/threonine-protein kinase PRAF,PRAF,Marchantia polymorpha,53.271,3.66e-30,120.0
Cp_V2_contig_2815,Cp_V2_contig_46148,.,0.933,8.1e-05,blue protein,,Cucumis sativus,58.333,3.99e-26,98.2
Cp_V2_contig_2815,Cp_V2_contig_8565,.,0.9325,8.4e-05,motif-containing protein 4,VQ4,Arabidopsis thaliana,48.705,3.17e-30,116.0
Cp_V2_contig_2815,Cp_V2_contig_2303,.,0.932,8.6e-05,PIN-LIKES 7,PILS7,Arabidopsis thaliana,57.143,1.27e-152,440.0
Cp_V2_contig_2815,Cp_V2_contig_2079,.,0.9313,8.9e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_27297,.,0.9305,9.4e-05,ubiquitin-protein ligase SINAT3,SINAT3,Arabidopsis thaliana,91.288,1.5300000000000002e-179,513.0
Cp_V2_contig_2815,Cp_V2_contig_29501,.,0.9305,9.4e-05,proton ATPase subunit a3,VHA-a3,Arabidopsis thaliana,71.498,2.45e-91,287.0
Cp_V2_contig_2815,Cp_V2_contig_3544,.,0.9305,9.4e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_12398,.,0.9275,0.00011,WRKY transcription factor 3,WRKY3,Arabidopsis thaliana,57.993,6.87e-92,293.0
Cp_V2_contig_2815,Cp_V2_contig_58,.,0.9272,0.000113,pyrophosphokinase 1,TPK1,Arabidopsis thaliana,67.157,1.75e-97,291.0
Cp_V2_contig_2815,Cp_V2_contig_28730,.,0.9251,0.000126,dehydrogenase,LGALDH,Arabidopsis thaliana,60.256,3.05e-26,102.0
Cp_V2_contig_2815,Cp_V2_contig_8615,.,0.925,0.000127,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_7848,.,0.9245,0.00013,synthase 11,KCS11,Arabidopsis thaliana,84.831,1.01e-104,315.0
Cp_V2_contig_2815,Cp_V2_contig_9315,.,0.9244,0.00013,mitochondrial saccharopine dehydrogenase-like oxidoreductase At5g39410,At5g39410,Arabidopsis thaliana,63.991,0.0,549.0
Cp_V2_contig_2815,Cp_V2_contig_13121,.,0.9228,0.000141,translation factor SUI1 homolog,TIF,Zea mays,89.091,1.81e-67,204.0
Cp_V2_contig_2815,Cp_V2_contig_714,.,0.9201,0.000162,transcription factor 3,ERF3,Nicotiana tabacum,54.615,8.32e-18,82.0
Cp_V2_contig_2815,Cp_V2_contig_30668,.,0.9193,0.000168,"biosynthesis protein COQ9, mitochondrial",coq9,Xenopus tropicalis,37.324,7.4e-24,100.0
Cp_V2_contig_2815,Cp_V2_contig_1533,.,0.919,0.00017,"aminotransferase, cytoplasmic",,Daucus carota,85.608,0.0,738.0
Cp_V2_contig_2815,Cp_V2_contig_22199,.,0.9171,0.000187,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_24832,.,0.9164,0.000193,methionine sulfoxide reductase B5,MSRB5,Oryza sativa subsp. japonica,92.857,1.76e-53,168.0
Cp_V2_contig_2815,Cp_V2_contig_8635,.,0.9159,0.000198,protein 39,RBM39,Pongo abelii,43.75,4.69e-76,252.0
Cp_V2_contig_2815,Cp_V2_contig_26525,.,0.9154,0.000203,transporter 2,PROT2,Arabidopsis thaliana,69.364,4.73e-86,262.0
Cp_V2_contig_2815,Cp_V2_contig_10892,.,0.9145,0.000211,,At1g47710,Arabidopsis thaliana,68.159,1.78e-82,254.0
Cp_V2_contig_2815,Cp_V2_contig_6165,.,0.9144,0.000212,synthase YciO,yciO,Shigella flexneri,27.273,1.02e-11,63.5
Cp_V2_contig_2815,Cp_V2_contig_21661,.,0.914,0.000215,phosphatase 2C 16,HAB1,Arabidopsis thaliana,67.17,5.77e-130,381.0
Cp_V2_contig_2815,Cp_V2_contig_8206,.,0.9139,0.000217,protein dnaJ 49,ATJ49,Arabidopsis thaliana,65.432,9.64e-33,119.0
Cp_V2_contig_2815,Cp_V2_contig_13526,.,0.9135,0.000221,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_7475,.,0.9134,0.000222,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_11289,.,0.9129,0.000227,proteinase inhibitor,,Vigna unguiculata,61.053,1.95e-39,129.0
Cp_V2_contig_2815,Cp_V2_contig_15769,.,0.9129,0.000226,transport protein SEC23 B,SEC23B,Arabidopsis thaliana,80.165,0.0,760.0
Cp_V2_contig_2815,Cp_V2_contig_16108,.,0.9123,0.000232,ataxin-3 homolog,Os01g0851400,Oryza sativa subsp. japonica,60.0,6.61e-49,162.0
Cp_V2_contig_2815,Cp_V2_contig_4693,.,0.9116,0.00024,protein At4g00755,At4g00755,Arabidopsis thaliana,45.028,2.45e-94,293.0
Cp_V2_contig_2815,Cp_V2_contig_11988,.,0.9109,0.000247,protein RBP47,RBP47,Nicotiana plumbaginifolia,63.158,2.7700000000000003e-75,234.0
Cp_V2_contig_2815,Cp_V2_contig_19622,.,0.9102,0.000254,domain-containing protein At5g14285,At5g14285,Arabidopsis thaliana,58.13,6.58e-70,222.0
Cp_V2_contig_2815,Cp_V2_contig_44940,.,0.9077,0.000283,galactinol--sucrose galactosyltransferase 2,RFS2,Arabidopsis thaliana,79.592,1.22e-168,490.0
Cp_V2_contig_2815,Cp_V2_contig_23992,.,0.9058,0.000306,allergen Ole e 8,,Olea europaea,59.732,5.51e-55,176.0
Cp_V2_contig_2815,Cp_V2_contig_12804,.,0.9053,0.000314,type-D 1,GLUD1,Oryza sativa subsp. japonica,22.789,6.51e-19,89.0
Cp_V2_contig_2815,Cp_V2_contig_13584,.,0.9051,0.000317,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_6815,.,0.9051,0.000316,synthase 2,GOLS2,Solanum lycopersicum,81.362,1.65e-164,463.0
Cp_V2_contig_2815,Cp_V2_contig_46398,.,0.9048,0.00032,protein At3g06240,At3g06240,Arabidopsis thaliana,30.025,1.6499999999999999e-38,147.0
Cp_V2_contig_2815,Cp_V2_contig_1799,.,0.9043,0.000327,CCR4-associated factor 1 homolog 7,CAF1-7,Arabidopsis thaliana,76.216,2.53e-104,303.0
Cp_V2_contig_2815,Cp_V2_contig_6745,.,0.9039,0.000331,GRAM protein 1,BAGP1,Arabidopsis thaliana,68.454,5.97e-151,439.0
Cp_V2_contig_2815,Cp_V2_contig_9545,.,0.9033,0.00034,carrier protein CoAc2,COAC2,Arabidopsis thaliana,72.468,6.920000000000001e-167,471.0
Cp_V2_contig_2815,Cp_V2_contig_7243,.,0.9027,0.000349,disease resistance protein At4g33300,At4g33300,Arabidopsis thaliana,55.184,2.88e-102,322.0
Cp_V2_contig_2815,Cp_V2_contig_37850,.,0.9024,0.000352,"aldo-keto reductase, chloroplastic",AKR4C9,Arabidopsis thaliana,78.75,3.8e-39,136.0
Cp_V2_contig_2815,Cp_V2_contig_17170,.,0.9019,0.00036,factor MYB73,MYB73,Arabidopsis thaliana,47.569,4.55e-73,234.0
Cp_V2_contig_2815,Cp_V2_contig_35736,.,0.9018,0.00036,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_7312,.,0.9002,0.000383,"P450 97B2, chloroplastic",CYP97B2,Glycine max,80.364,0.0,822.0
Cp_V2_contig_3232,Cp_V2_contig_31695,.,0.9809,1e-06,protein At1g01500,At1g01500,Arabidopsis thaliana,43.607,2.34e-44,160.0
Cp_V2_contig_3232,Cp_V2_contig_1607,.,0.9784,1e-06,2-1,GGCT2;1,Arabidopsis thaliana,84.043,4.36e-57,182.0
Cp_V2_contig_3232,Cp_V2_contig_694,.,0.9643,7e-06,"polymerase sigma factor sigE, chloroplastic/mitochondrial",SIGE,Arabidopsis thaliana,54.813,3.1e-129,383.0
Cp_V2_contig_3232,Cp_V2_contig_2580,.,0.9625,8e-06,"1, chloroplastic",BAM1,Arabidopsis thaliana,88.05,5.4e-103,309.0
Cp_V2_contig_3232,Cp_V2_contig_5773,.,0.958,1.3e-05,"lipid transfer protein 7, mitochondrial",Stard7,Mus musculus,30.464,9.07e-11,67.8
Cp_V2_contig_3232,Cp_V2_contig_792,.,0.9493,2.7e-05,"1, chloroplastic",BAM1,Arabidopsis thaliana,80.645,1.17e-45,160.0
Cp_V2_contig_3232,Cp_V2_contig_10695,.,0.945,3.7e-05,transcription factor 50,BZIP50,Oryza sativa subsp. japonica,74.194,1.78e-08,53.5
Cp_V2_contig_3232,Cp_V2_contig_22369,.,0.9402,5.2e-05,domain-containing protein POB1,POB1,Arabidopsis thaliana,84.358,4.67e-105,317.0
Cp_V2_contig_3232,Cp_V2_contig_9335,.,0.9348,7.3e-05,domain-containing protein 1,PDP1,Arabidopsis thaliana,57.544,1.3e-90,313.0
Cp_V2_contig_3232,Cp_V2_contig_29178,.,0.9286,0.000104,initiation factor eIF2B subunit alpha,eif2b1,Dictyostelium discoideum,48.276,3.92e-51,174.0
Cp_V2_contig_3232,Cp_V2_contig_33507,.,0.9284,0.000106,kinase 1-like protein HD16,HD16,Oryza sativa subsp. japonica,79.388,0.0,818.0
Cp_V2_contig_3232,Cp_V2_contig_4595,.,0.9271,0.000113,complex component EXO70E2,EXO70E2,Arabidopsis thaliana,40.774,1.24e-107,340.0
Cp_V2_contig_3232,Cp_V2_contig_37659,.,0.9251,0.000126,"repair RAD52-like protein 2, chloroplastic",RAD52-2,Arabidopsis thaliana,76.224,2.51e-62,202.0
Cp_V2_contig_3232,Cp_V2_contig_4325,.,0.9229,0.000141,RNA effector molecule,SE,Arabidopsis thaliana,61.231,0.0,574.0
Cp_V2_contig_3232,Cp_V2_contig_1042,.,0.9219,0.000148,"factor G-2, chloroplastic",fusA2,Glycine max,84.485,0.0,1311.0
Cp_V2_contig_3232,Cp_V2_contig_29028,.,0.9214,0.000152,factor 8A,PRP8A,Arabidopsis thaliana,98.438,0.0,659.0
Cp_V2_contig_3232,Cp_V2_contig_17692,.,0.9154,0.000202,pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH5,At3g26560,Arabidopsis thaliana,70.286,1.11e-70,238.0
Cp_V2_contig_3232,Cp_V2_contig_13481,.,0.9089,0.000269,protein SKIP14,SKIP14,Arabidopsis thaliana,42.4,7.37e-61,206.0
Cp_V2_contig_3232,Cp_V2_contig_9364,.,0.9083,0.000276,factor cwc15,cwc15,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139),68.421,2.4e-19,83.6
Cp_V2_contig_3232,Cp_V2_contig_900,.,0.907,0.000292,"reductase 2, chloroplastic",APR2,Arabidopsis thaliana,81.119,1.1e-177,501.0
Cp_V2_contig_3232,Cp_V2_contig_20023,.,0.9047,0.000321,amidase,CPA,Solanum tuberosum,89.474,4.55e-118,226.0
Cp_V2_contig_3232,Cp_V2_contig_15027,.,0.9009,0.000374,,,,,,
Cp_V2_contig_3232,Cp_V2_contig_14864,.,0.9005,0.00038,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_1856,.,0.9862,0.0,shock 70 kDa protein,HSP70,Zea mays,73.529,8.149999999999999e-34,128.0
Cp_V2_contig_43263,Cp_V2_contig_3865,.,0.982,0.0,domain-containing protein JA2L,JA2L,Solanum lycopersicum,66.216,1.1299999999999998e-54,178.0
Cp_V2_contig_43263,Cp_V2_contig_1533,.,0.9648,6e-06,"aminotransferase, cytoplasmic",,Daucus carota,85.608,0.0,738.0
Cp_V2_contig_43263,Cp_V2_contig_1097,.,0.9588,1.2e-05,factor DIVARICATA,DIVARICATA,Antirrhinum majus,52.717,1.17e-56,185.0
Cp_V2_contig_43263,Cp_V2_contig_13780,.,0.9574,1.4e-05,"CURVATURE THYLAKOID 1D, chloroplastic",CURT1D,Arabidopsis thaliana,51.724,5.740000000000001e-21,92.0
Cp_V2_contig_43263,Cp_V2_contig_58,.,0.9562,1.5e-05,pyrophosphokinase 1,TPK1,Arabidopsis thaliana,67.157,1.75e-97,291.0
Cp_V2_contig_43263,Cp_V2_contig_24162,.,0.9557,1.6e-05,"dehydrogenase TIC 32, chloroplastic",TIC32,Pisum sativum,66.495,1.1e-93,280.0
Cp_V2_contig_43263,Cp_V2_contig_29767,.,0.955,1.7e-05,multiplication protein 1,TOM1,Nicotiana tabacum,79.134,2.6399999999999998e-136,391.0
Cp_V2_contig_43263,Cp_V2_contig_17052,.,0.9444,3.9e-05,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_24081,.,0.9403,5.2e-05,embryogenesis abundant protein 6,LEA6,Arabidopsis thaliana,43.878,1.08e-12,65.1
Cp_V2_contig_43263,Cp_V2_contig_3162,.,0.9391,5.6e-05,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY,SPY,Petunia hybrida,84.785,0.0,1471.0
Cp_V2_contig_43263,Cp_V2_contig_2779,.,0.9376,6.2e-05,protein 6A,LARP6A,Arabidopsis thaliana,51.485,8.36e-78,247.0
Cp_V2_contig_43263,Cp_V2_contig_15088,.,0.9346,7.4e-05,protein phosphatase 2C 60,At4g31860,Arabidopsis thaliana,62.763,5.54e-151,432.0
Cp_V2_contig_43263,Cp_V2_contig_5937,.,0.9344,7.5e-05,transport protein SEC24 B,SEC24B,Arabidopsis thaliana,69.97,3.5599999999999998e-152,458.0
Cp_V2_contig_43263,Cp_V2_contig_23992,.,0.9337,7.8e-05,allergen Ole e 8,,Olea europaea,59.732,5.51e-55,176.0
Cp_V2_contig_43263,Cp_V2_contig_17963,.,0.9287,0.000104,phosphatase 2C 16,HAB1,Arabidopsis thaliana,61.111,8.02e-146,424.0
Cp_V2_contig_43263,Cp_V2_contig_13515,.,0.927,0.000114,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_2705,.,0.9239,0.000134,FREE1,FREE1,Arabidopsis thaliana,62.162,1.1499999999999999e-131,399.0
Cp_V2_contig_43263,Cp_V2_contig_12810,.,0.9222,0.000146,proteinase inhibitor 6,CYS6,Arabidopsis thaliana,61.667,2.7e-17,77.0
Cp_V2_contig_43263,Cp_V2_contig_20199,.,0.9221,0.000147,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_4915,.,0.9221,0.000147,transcription factor At5g28040,At5g28040,Arabidopsis thaliana,40.96,3.48e-70,229.0
Cp_V2_contig_43263,Cp_V2_contig_18010,.,0.9207,0.000157,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_680,.,0.9201,0.000162,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_13863,.,0.92,0.000162,"1, chloroplastic",BAM1,Arabidopsis thaliana,72.642,1.76e-44,155.0
Cp_V2_contig_43263,Cp_V2_contig_45503,.,0.9193,0.000168,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_37850,.,0.9189,0.000172,"aldo-keto reductase, chloroplastic",AKR4C9,Arabidopsis thaliana,78.75,3.8e-39,136.0
Cp_V2_contig_43263,Cp_V2_contig_15015,.,0.9185,0.000175,protein dnaJ 10,ATJ10,Arabidopsis thaliana,76.761,1.8300000000000003e-157,447.0
Cp_V2_contig_43263,Cp_V2_contig_18370,.,0.9181,0.000178,permease 21,PUP21,Arabidopsis thaliana,56.195,2.31e-69,221.0
Cp_V2_contig_43263,Cp_V2_contig_3083,.,0.9168,0.000189,,SYT1,Arabidopsis thaliana,74.455,0.0,790.0
Cp_V2_contig_43263,Cp_V2_contig_714,.,0.9162,0.000195,transcription factor 3,ERF3,Nicotiana tabacum,54.615,8.32e-18,82.0
Cp_V2_contig_43263,Cp_V2_contig_16525,.,0.9145,0.00021,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_17170,.,0.9137,0.000219,factor MYB73,MYB73,Arabidopsis thaliana,47.569,4.55e-73,234.0
Cp_V2_contig_43263,Cp_V2_contig_4999,.,0.9129,0.000226,NETWORKED 1D,NET1D,Arabidopsis thaliana,44.97,1.29e-119,410.0
Cp_V2_contig_43263,Cp_V2_contig_17373,.,0.9121,0.000235,glutaredoxin-S11,GRXS11,Oryza sativa subsp. japonica,77.419,4.29e-81,251.0
Cp_V2_contig_43263,Cp_V2_contig_2303,.,0.9119,0.000237,PIN-LIKES 7,PILS7,Arabidopsis thaliana,57.143,1.27e-152,440.0
Cp_V2_contig_43263,Cp_V2_contig_13584,.,0.9118,0.000237,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_21685,.,0.9101,0.000257,"reductase, chloroplastic (Fragment)",GOR,Nicotiana tabacum,82.677,6.23e-154,445.0
Cp_V2_contig_43263,Cp_V2_contig_33310,.,0.91,0.000257,"hydroperoxide glutathione peroxidase, chloroplastic",,Pisum sativum,86.111,1.34e-13,67.4
Cp_V2_contig_43263,Cp_V2_contig_1845,.,0.9099,0.000258,"oxidase, mitochondrial",PPXII,Nicotiana tabacum,68.349,0.0,600.0
Cp_V2_contig_43263,Cp_V2_contig_46183,.,0.9099,0.000258,"stress protein DSP-22, chloroplastic",DSP-22,Craterostigma plantagineum,77.612,7.24e-26,98.2
Cp_V2_contig_43263,Cp_V2_contig_11797,.,0.9098,0.00026,complex subunit D,DDB_G0288447,Dictyostelium discoideum,36.765,6.67e-08,56.6
Cp_V2_contig_43263,Cp_V2_contig_9158,.,0.909,0.000269,synthase 9,KCS9,Arabidopsis thaliana,74.359,2.32e-61,198.0
Cp_V2_contig_43263,Cp_V2_contig_11289,.,0.9087,0.000272,proteinase inhibitor,,Vigna unguiculata,61.053,1.95e-39,129.0
Cp_V2_contig_43263,Cp_V2_contig_18155,.,0.9083,0.000277,protein kinase regulatory subunit gamma-1,KING1,Arabidopsis thaliana,60.925,1.9000000000000002e-166,475.0
Cp_V2_contig_43263,Cp_V2_contig_9550,.,0.9074,0.000287,TANC2,TANC2,Homo sapiens,38.462,5.47e-16,76.6
Cp_V2_contig_43263,Cp_V2_contig_11871,.,0.9067,0.000296,protease SBT3.17,SBT3.17,Arabidopsis thaliana,47.561,2.35e-14,72.8
Cp_V2_contig_43263,Cp_V2_contig_27725,.,0.906,0.000304,"dehydrogenase TIC 32, chloroplastic",TIC32,Arabidopsis thaliana,72.396,2.16e-90,272.0
Cp_V2_contig_43263,Cp_V2_contig_20242,.,0.9057,0.000308,FLX-like 3,FLXL3,Arabidopsis thaliana,44.086,1.02e-42,149.0
Cp_V2_contig_43263,Cp_V2_contig_11007,.,0.9049,0.000319,incorporator 3,SERINC3,Pongo abelii,28.913,6.13e-43,162.0
Cp_V2_contig_43263,Cp_V2_contig_2326,.,0.9049,0.000318,"kinase, peroxisomal",PMK,Arabidopsis thaliana,67.54,0.0,600.0
Cp_V2_contig_43263,Cp_V2_contig_15556,.,0.9043,0.000326,protein 5,At5g13200,Arabidopsis thaliana,72.414,5.35e-06,47.8
Cp_V2_contig_43263,Cp_V2_contig_30041,.,0.9022,0.000355,carboxyl-terminal hydrolase 19,UBP19,Arabidopsis thaliana,63.077,7.21e-143,422.0
Cp_V2_contig_43263,Cp_V2_contig_1900,.,0.901,0.000373,,,,,,
Cp_V2_contig_43263,Cp_V2_contig_29501,.,0.9003,0.000383,proton ATPase subunit a3,VHA-a3,Arabidopsis thaliana,71.498,2.45e-91,287.0
Cp_V2_contig_43263,Cp_V2_contig_10048,.,0.9001,0.000385,12,PER12,Arabidopsis thaliana,62.046,4.96e-142,413.0
Cp_V2_contig_45133,Cp_V2_contig_6376,.,0.9943,0.0,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_12810,.,0.9913,0.0,proteinase inhibitor 6,CYS6,Arabidopsis thaliana,61.667,2.7e-17,77.0
Cp_V2_contig_45133,Cp_V2_contig_3083,.,0.9889,0.0,,SYT1,Arabidopsis thaliana,74.455,0.0,790.0
Cp_V2_contig_45133,Cp_V2_contig_23992,.,0.9881,0.0,allergen Ole e 8,,Olea europaea,59.732,5.51e-55,176.0
Cp_V2_contig_45133,Cp_V2_contig_25283,.,0.9864,0.0,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_10726,.,0.9862,0.0,protein,GBF,Mesembryanthemum crystallinum,87.151,1.78e-114,328.0
Cp_V2_contig_45133,Cp_V2_contig_1533,.,0.9819,0.0,"aminotransferase, cytoplasmic",,Daucus carota,85.608,0.0,738.0
Cp_V2_contig_45133,Cp_V2_contig_5597,.,0.9814,1e-06,"aarF domain-containing protein kinase At1g71810, chloroplastic",At1g71810,Arabidopsis thaliana,65.274,0.0,878.0
Cp_V2_contig_45133,Cp_V2_contig_32420,.,0.9806,1e-06,transcription factor Y subunit C-2,NFYC2,Arabidopsis thaliana,78.906,4.8e-68,213.0
Cp_V2_contig_45133,Cp_V2_contig_33310,.,0.9783,1e-06,"hydroperoxide glutathione peroxidase, chloroplastic",,Pisum sativum,86.111,1.34e-13,67.4
Cp_V2_contig_45133,Cp_V2_contig_12179,.,0.9769,1e-06,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_10048,.,0.976,1e-06,12,PER12,Arabidopsis thaliana,62.046,4.96e-142,413.0
Cp_V2_contig_45133,Cp_V2_contig_38011,.,0.976,1e-06,cytidylyltransferase 2,CCT2,Arabidopsis thaliana,67.045,2.82e-74,231.0
Cp_V2_contig_45133,Cp_V2_contig_45899,.,0.9755,2e-06,exchanger 4,NHX4,Arabidopsis thaliana,71.429,1.17e-169,488.0
Cp_V2_contig_45133,Cp_V2_contig_32418,.,0.9746,2e-06,IIIx synthase,UGT94-289-1,Siraitia grosvenorii,46.865,6e-85,269.0
Cp_V2_contig_45133,Cp_V2_contig_37548,.,0.9741,2e-06,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_24960,.,0.972,3e-06,reductase,,Hordeum vulgare,68.254,9.3e-23,94.0
Cp_V2_contig_45133,Cp_V2_contig_9538,.,0.9714,3e-06,"protein, chloroplastic",,Solanum tuberosum,70.943,2.27e-113,335.0
Cp_V2_contig_45133,Cp_V2_contig_11082,.,0.969,4e-06,ceramidase 3,NCER3,Arabidopsis thaliana,74.809,3.51e-130,389.0
Cp_V2_contig_45133,Cp_V2_contig_21685,.,0.969,4e-06,"reductase, chloroplastic (Fragment)",GOR,Nicotiana tabacum,82.677,6.23e-154,445.0
Cp_V2_contig_45133,Cp_V2_contig_38417,.,0.9684,4e-06,"zinc metalloprotease EGY3, chloroplastic",EGY3,Oryza sativa subsp. japonica,56.364,5.53e-16,76.6
Cp_V2_contig_45133,Cp_V2_contig_6504,.,0.967,5e-06,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_3837,.,0.9667,5e-06,zipper protein HAT5,HAT5,Arabidopsis thaliana,46.358,5.46e-35,130.0
Cp_V2_contig_45133,Cp_V2_contig_14207,.,0.9662,5e-06,chain acyl-CoA synthetase 8,LACS8,Arabidopsis thaliana,71.036,0.0,660.0
Cp_V2_contig_45133,Cp_V2_contig_18155,.,0.9645,7e-06,protein kinase regulatory subunit gamma-1,KING1,Arabidopsis thaliana,60.925,1.9000000000000002e-166,475.0
Cp_V2_contig_45133,Cp_V2_contig_46902,.,0.9645,7e-06,cytidylyltransferase 1,CCT1,Arabidopsis thaliana,80.769,1.0199999999999999e-23,95.5
Cp_V2_contig_45133,Cp_V2_contig_23383,.,0.9641,7e-06,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_13780,.,0.9638,7e-06,"CURVATURE THYLAKOID 1D, chloroplastic",CURT1D,Arabidopsis thaliana,51.724,5.740000000000001e-21,92.0
Cp_V2_contig_45133,Cp_V2_contig_30886,.,0.9632,8e-06,phosphoglycerate mutase,PGM1,Mesembryanthemum crystallinum,83.893,0.0,530.0
Cp_V2_contig_45133,Cp_V2_contig_11007,.,0.9621,9e-06,incorporator 3,SERINC3,Pongo abelii,28.913,6.13e-43,162.0
Cp_V2_contig_45133,Cp_V2_contig_37809,.,0.9606,1e-05,phosphate phosphatase gamma,LPPG,Arabidopsis thaliana,63.636,9.52e-22,91.7
Cp_V2_contig_45133,Cp_V2_contig_26647,.,0.9605,1e-05,phosphoglycerate mutase,,Zea mays,75.862,1.55e-155,449.0
Cp_V2_contig_45133,Cp_V2_contig_45465,.,0.9603,1e-05,"stress protein DSP-22, chloroplastic",DSP-22,Craterostigma plantagineum,80.198,4.9e-45,149.0
Cp_V2_contig_45133,Cp_V2_contig_11871,.,0.9601,1.1e-05,protease SBT3.17,SBT3.17,Arabidopsis thaliana,47.561,2.35e-14,72.8
Cp_V2_contig_45133,Cp_V2_contig_35060,.,0.9596,1.1e-05,fructokinase-7,At5g51830,Arabidopsis thaliana,71.473,2.95e-171,484.0
Cp_V2_contig_45133,Cp_V2_contig_19606,.,0.958,1.3e-05,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_31461,.,0.9579,1.3e-05,reductase,,Hordeum vulgare,66.063,3.27e-85,259.0
Cp_V2_contig_45133,Cp_V2_contig_3434,.,0.9578,1.3e-05,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_19357,.,0.9568,1.4e-05,"hydratase, cytoplasmic (Fragment)",,Solanum tuberosum,83.929,3.5199999999999997e-141,411.0
Cp_V2_contig_45133,Cp_V2_contig_10120,.,0.9552,1.7e-05,"galactosyltransferase SFR2, chloroplastic",SFR2,Arabidopsis thaliana,57.471,5.22e-28,110.0
Cp_V2_contig_45133,Cp_V2_contig_58,.,0.9529,2e-05,pyrophosphokinase 1,TPK1,Arabidopsis thaliana,67.157,1.75e-97,291.0
Cp_V2_contig_45133,Cp_V2_contig_37850,.,0.9509,2.4e-05,"aldo-keto reductase, chloroplastic",AKR4C9,Arabidopsis thaliana,78.75,3.8e-39,136.0
Cp_V2_contig_45133,Cp_V2_contig_15088,.,0.9498,2.6e-05,protein phosphatase 2C 60,At4g31860,Arabidopsis thaliana,62.763,5.54e-151,432.0
Cp_V2_contig_45133,Cp_V2_contig_25880,.,0.9481,3e-05,protein At2g24330,At2g24330,Arabidopsis thaliana,58.427,1.3999999999999999e-61,201.0
Cp_V2_contig_45133,Cp_V2_contig_11289,.,0.9466,3.3e-05,proteinase inhibitor,,Vigna unguiculata,61.053,1.95e-39,129.0
Cp_V2_contig_45133,Cp_V2_contig_39651,.,0.9457,3.6e-05,,,,,,
Cp_V2_contig_45133,Cp_V2_contig_8544,.,0.9455,3.6e-05,65 kDa protein,LTI65,Arabidopsis thaliana,44.167,2.73e-10,67.0
Cp_V2_contig_45133,Cp_V2_contig_18571,.,0.9445,3.9e-05,lyase,GLYI-11,Oryza sativa subsp. japonica,84.127,1.63e-29,112.0
Cp_V2_contig_45133,Cp_V2_contig_24162,.,0.9439,4.1e-05,"dehydrogenase TIC 32, chloroplastic",TIC32,Pisum sativum,66.495,1.1e-93,280.0
