Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Cp_V2_contig_31664	.	Cp_V2_contig_31664	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31665	.	Cp_V2_contig_31665	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31666	.	Cp_V2_contig_31666	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31667	.	Cp_V2_contig_31667	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31668	.	Cp_V2_contig_31668	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31669	.	Cp_V2_contig_31669	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3167	.	Cp_V2_contig_3167	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31670	.	Cp_V2_contig_31670	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31671	.	Cp_V2_contig_31671	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31672	.	Cp_V2_contig_31672	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31673	.	Cp_V2_contig_31673	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31674	.	Cp_V2_contig_31674	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31675	.	Cp_V2_contig_31675	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31676	.	Cp_V2_contig_31676	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31677	.	Cp_V2_contig_31677	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31678	.	Cp_V2_contig_31678	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31679	.	Cp_V2_contig_31679	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3168	.	Cp_V2_contig_3168	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31680	.	Cp_V2_contig_31680	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31681	.	Cp_V2_contig_31681	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31682	.	Cp_V2_contig_31682	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31683	.	Cp_V2_contig_31683	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31684	.	Cp_V2_contig_31684	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31685	.	Cp_V2_contig_31685	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31686	.	Cp_V2_contig_31686	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31687	.	Cp_V2_contig_31687	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31688	.	Cp_V2_contig_31688	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31689	.	Cp_V2_contig_31689	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3169	.	Cp_V2_contig_3169	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31690	.	Cp_V2_contig_31690	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31691	.	Cp_V2_contig_31691	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31692	.	Cp_V2_contig_31692	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31693	.	Cp_V2_contig_31693	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31694	.	Cp_V2_contig_31694	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31695	.	Cp_V2_contig_31695	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31696	.	Cp_V2_contig_31696	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31697	.	Cp_V2_contig_31697	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31698	.	Cp_V2_contig_31698	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31699	.	Cp_V2_contig_31699	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_317	.	Cp_V2_contig_317	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3170	.	Cp_V2_contig_3170	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31700	.	Cp_V2_contig_31700	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31701	.	Cp_V2_contig_31701	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31702	.	Cp_V2_contig_31702	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31703	.	Cp_V2_contig_31703	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31704	.	Cp_V2_contig_31704	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31705	.	Cp_V2_contig_31705	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31706	.	Cp_V2_contig_31706	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31707	.	Cp_V2_contig_31707	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31708	.	Cp_V2_contig_31708	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31709	.	Cp_V2_contig_31709	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3171	.	Cp_V2_contig_3171	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31710	.	Cp_V2_contig_31710	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31711	.	Cp_V2_contig_31711	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31712	.	Cp_V2_contig_31712	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31713	.	Cp_V2_contig_31713	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31714	.	Cp_V2_contig_31714	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31715	.	Cp_V2_contig_31715	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31716	.	Cp_V2_contig_31716	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31717	.	Cp_V2_contig_31717	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31718	.	Cp_V2_contig_31718	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31719	.	Cp_V2_contig_31719	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3172	.	Cp_V2_contig_3172	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31720	.	Cp_V2_contig_31720	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31721	.	Cp_V2_contig_31721	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31722	.	Cp_V2_contig_31722	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31723	.	Cp_V2_contig_31723	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31724	.	Cp_V2_contig_31724	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31725	.	Cp_V2_contig_31725	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31726	.	Cp_V2_contig_31726	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31727	.	Cp_V2_contig_31727	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31728	.	Cp_V2_contig_31728	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31729	.	Cp_V2_contig_31729	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3173	.	Cp_V2_contig_3173	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31730	.	Cp_V2_contig_31730	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31731	.	Cp_V2_contig_31731	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31732	.	Cp_V2_contig_31732	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31733	.	Cp_V2_contig_31733	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31734	.	Cp_V2_contig_31734	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31735	.	Cp_V2_contig_31735	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31736	.	Cp_V2_contig_31736	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31737	.	Cp_V2_contig_31737	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31738	.	Cp_V2_contig_31738	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31739	.	Cp_V2_contig_31739	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3174	.	Cp_V2_contig_3174	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31740	.	Cp_V2_contig_31740	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31741	.	Cp_V2_contig_31741	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31742	.	Cp_V2_contig_31742	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31743	.	Cp_V2_contig_31743	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31744	.	Cp_V2_contig_31744	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31745	.	Cp_V2_contig_31745	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31746	.	Cp_V2_contig_31746	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31747	.	Cp_V2_contig_31747	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31748	.	Cp_V2_contig_31748	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31749	.	Cp_V2_contig_31749	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3175	.	Cp_V2_contig_3175	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31750	.	Cp_V2_contig_31750	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31751	.	Cp_V2_contig_31751	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31752	.	Cp_V2_contig_31752	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31753	.	Cp_V2_contig_31753	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31754	.	Cp_V2_contig_31754	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31755	.	Cp_V2_contig_31755	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31756	.	Cp_V2_contig_31756	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31757	.	Cp_V2_contig_31757	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31758	.	Cp_V2_contig_31758	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31759	.	Cp_V2_contig_31759	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3176	.	Cp_V2_contig_3176	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31760	.	Cp_V2_contig_31760	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31761	.	Cp_V2_contig_31761	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31762	.	Cp_V2_contig_31762	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31763	.	Cp_V2_contig_31763	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31764	.	Cp_V2_contig_31764	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31765	.	Cp_V2_contig_31765	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31766	.	Cp_V2_contig_31766	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31767	.	Cp_V2_contig_31767	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31768	.	Cp_V2_contig_31768	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31769	.	Cp_V2_contig_31769	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3177	.	Cp_V2_contig_3177	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31770	.	Cp_V2_contig_31770	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31771	.	Cp_V2_contig_31771	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31772	.	Cp_V2_contig_31772	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31773	.	Cp_V2_contig_31773	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31774	.	Cp_V2_contig_31774	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31775	.	Cp_V2_contig_31775	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31776	.	Cp_V2_contig_31776	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31777	.	Cp_V2_contig_31777	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31778	.	Cp_V2_contig_31778	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31779	.	Cp_V2_contig_31779	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3178	.	Cp_V2_contig_3178	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31780	.	Cp_V2_contig_31780	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31781	.	Cp_V2_contig_31781	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31782	.	Cp_V2_contig_31782	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31783	.	Cp_V2_contig_31783	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31784	.	Cp_V2_contig_31784	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31785	.	Cp_V2_contig_31785	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31786	.	Cp_V2_contig_31786	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31787	.	Cp_V2_contig_31787	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31788	.	Cp_V2_contig_31788	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31789	.	Cp_V2_contig_31789	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3179	.	Cp_V2_contig_3179	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31790	.	Cp_V2_contig_31790	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31791	.	Cp_V2_contig_31791	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31792	.	Cp_V2_contig_31792	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31793	.	Cp_V2_contig_31793	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31794	.	Cp_V2_contig_31794	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31795	.	Cp_V2_contig_31795	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31796	.	Cp_V2_contig_31796	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31797	.	Cp_V2_contig_31797	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31798	.	Cp_V2_contig_31798	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31799	.	Cp_V2_contig_31799	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_318	.	Cp_V2_contig_318	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3180	.	Cp_V2_contig_3180	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31800	.	Cp_V2_contig_31800	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31801	.	Cp_V2_contig_31801	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31802	.	Cp_V2_contig_31802	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31803	.	Cp_V2_contig_31803	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31804	.	Cp_V2_contig_31804	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31805	.	Cp_V2_contig_31805	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31806	.	Cp_V2_contig_31806	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31807	.	Cp_V2_contig_31807	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31808	.	Cp_V2_contig_31808	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31809	.	Cp_V2_contig_31809	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3181	.	Cp_V2_contig_3181	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31810	.	Cp_V2_contig_31810	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31811	.	Cp_V2_contig_31811	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31812	.	Cp_V2_contig_31812	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31813	.	Cp_V2_contig_31813	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31814	.	Cp_V2_contig_31814	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31815	.	Cp_V2_contig_31815	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31816	.	Cp_V2_contig_31816	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31817	.	Cp_V2_contig_31817	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31818	.	Cp_V2_contig_31818	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31819	.	Cp_V2_contig_31819	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3182	.	Cp_V2_contig_3182	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31820	.	Cp_V2_contig_31820	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31821	.	Cp_V2_contig_31821	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31822	.	Cp_V2_contig_31822	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31823	.	Cp_V2_contig_31823	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31824	.	Cp_V2_contig_31824	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31825	.	Cp_V2_contig_31825	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31826	.	Cp_V2_contig_31826	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31827	.	Cp_V2_contig_31827	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31828	.	Cp_V2_contig_31828	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31829	.	Cp_V2_contig_31829	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3183	.	Cp_V2_contig_3183	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31830	.	Cp_V2_contig_31830	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31831	.	Cp_V2_contig_31831	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31832	.	Cp_V2_contig_31832	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31833	.	Cp_V2_contig_31833	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31834	.	Cp_V2_contig_31834	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31835	.	Cp_V2_contig_31835	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31836	.	Cp_V2_contig_31836	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31837	.	Cp_V2_contig_31837	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31838	.	Cp_V2_contig_31838	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31839	.	Cp_V2_contig_31839	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3184	.	Cp_V2_contig_3184	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31840	.	Cp_V2_contig_31840	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31841	.	Cp_V2_contig_31841	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31842	.	Cp_V2_contig_31842	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31843	.	Cp_V2_contig_31843	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31844	.	Cp_V2_contig_31844	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31845	.	Cp_V2_contig_31845	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31846	.	Cp_V2_contig_31846	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31847	.	Cp_V2_contig_31847	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31848	.	Cp_V2_contig_31848	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31849	.	Cp_V2_contig_31849	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3185	.	Cp_V2_contig_3185	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31850	.	Cp_V2_contig_31850	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31851	.	Cp_V2_contig_31851	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31852	.	Cp_V2_contig_31852	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31853	.	Cp_V2_contig_31853	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31854	.	Cp_V2_contig_31854	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31855	.	Cp_V2_contig_31855	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31856	.	Cp_V2_contig_31856	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31857	.	Cp_V2_contig_31857	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31858	.	Cp_V2_contig_31858	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31859	.	Cp_V2_contig_31859	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3186	.	Cp_V2_contig_3186	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31860	.	Cp_V2_contig_31860	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31861	.	Cp_V2_contig_31861	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31862	.	Cp_V2_contig_31862	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31863	.	Cp_V2_contig_31863	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31864	.	Cp_V2_contig_31864	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31865	.	Cp_V2_contig_31865	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31866	.	Cp_V2_contig_31866	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31867	.	Cp_V2_contig_31867	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31868	.	Cp_V2_contig_31868	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31869	.	Cp_V2_contig_31869	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3187	.	Cp_V2_contig_3187	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31870	.	Cp_V2_contig_31870	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31871	.	Cp_V2_contig_31871	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31872	.	Cp_V2_contig_31872	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31873	.	Cp_V2_contig_31873	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31874	.	Cp_V2_contig_31874	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31875	.	Cp_V2_contig_31875	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31876	.	Cp_V2_contig_31876	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31877	.	Cp_V2_contig_31877	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31878	.	Cp_V2_contig_31878	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31879	.	Cp_V2_contig_31879	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3188	.	Cp_V2_contig_3188	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31880	.	Cp_V2_contig_31880	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31881	.	Cp_V2_contig_31881	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31882	.	Cp_V2_contig_31882	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31883	.	Cp_V2_contig_31883	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31884	.	Cp_V2_contig_31884	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31885	.	Cp_V2_contig_31885	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31886	.	Cp_V2_contig_31886	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31887	.	Cp_V2_contig_31887	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31888	.	Cp_V2_contig_31888	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31889	.	Cp_V2_contig_31889	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3189	.	Cp_V2_contig_3189	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31890	.	Cp_V2_contig_31890	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31891	.	Cp_V2_contig_31891	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31892	.	Cp_V2_contig_31892	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31893	.	Cp_V2_contig_31893	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31894	.	Cp_V2_contig_31894	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31895	.	Cp_V2_contig_31895	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31896	.	Cp_V2_contig_31896	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31897	.	Cp_V2_contig_31897	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31898	.	Cp_V2_contig_31898	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31899	.	Cp_V2_contig_31899	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_319	.	Cp_V2_contig_319	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3190	.	Cp_V2_contig_3190	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31900	.	Cp_V2_contig_31900	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31901	.	Cp_V2_contig_31901	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31902	.	Cp_V2_contig_31902	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31903	.	Cp_V2_contig_31903	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31904	.	Cp_V2_contig_31904	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31905	.	Cp_V2_contig_31905	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31906	.	Cp_V2_contig_31906	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31907	.	Cp_V2_contig_31907	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31908	.	Cp_V2_contig_31908	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31909	.	Cp_V2_contig_31909	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3191	.	Cp_V2_contig_3191	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31910	.	Cp_V2_contig_31910	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31911	.	Cp_V2_contig_31911	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31912	.	Cp_V2_contig_31912	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31913	.	Cp_V2_contig_31913	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31914	.	Cp_V2_contig_31914	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31915	.	Cp_V2_contig_31915	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31916	.	Cp_V2_contig_31916	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31917	.	Cp_V2_contig_31917	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31918	.	Cp_V2_contig_31918	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31919	.	Cp_V2_contig_31919	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3192	.	Cp_V2_contig_3192	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31920	.	Cp_V2_contig_31920	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31921	.	Cp_V2_contig_31921	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31922	.	Cp_V2_contig_31922	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31923	.	Cp_V2_contig_31923	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31924	.	Cp_V2_contig_31924	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31925	.	Cp_V2_contig_31925	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31926	.	Cp_V2_contig_31926	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31927	.	Cp_V2_contig_31927	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31928	.	Cp_V2_contig_31928	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31929	.	Cp_V2_contig_31929	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_3193	.	Cp_V2_contig_3193	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_31930	.	Cp_V2_contig_31930	+	1	1000	0.0	0.0	0.0
